IDMethod,project,package,complextype,method,NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CLNAMM_method,CINT_method,MeMCL_method,CDISP_method,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOPA_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,is_long_parameters_list
40969,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hpsf,SummaryInformation,"getKeywords()",0.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,56.0,0.0,22.0,4.0,38.0,1.0,30.0,4.0,720.0,498.0,4584.0,0.0,1.0,16.0,127.0,0.0,58.0,1.01818181818182,0.666666666666667,40.0,1.03571428571429,1.05263157894737,35.0,265.0,0.0,7652.0,356.0,133,2330,131,19618,13899,299402,false
41508,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.util,HSSFColor.LIGHT_TURQUOISE,"getIndex()",0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,4.0,2.0,2.0,27.0,9.0,0.0,0.0,4.0,0.0,5.0,0.0,3.0,1.125,0.0,0.0,1.0,0.0,57.0,35.0,0.0,1905.0,40.0,133,2330,131,19618,13899,299402,false
2887,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.util,NullLogger,"log(int, Object, Object, Object)",4.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,18.0,0.0,0.0,22.0,0.0,5.0,2.0,431.0,431.0,0.0,0.0,0.0,0.0,27.0,0.0,22.0,0.0,1.0,22.0,1.0,1.0,45.0,381.0,5.0,7829.0,395.0,133,2330,131,19618,13899,299402,true
2909,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.util,LittleEndian,"putByte(byte[], int, int)",3.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,26.0,0.0,0.0,1.0,26.0,0.0,0.0,1.0,372.0,372.0,36.0,0.0,0.0,1.0,27.0,0.0,31.0,0.0,1.0,31.0,1.19230769230769,1.19230769230769,45.0,381.0,5.0,7829.0,395.0,133,2330,131,19618,13899,299402,false
2959,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.record.formula.functions,Hyperlink,"evaluate(int, int, ValueEval)",3.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,11.0,11.0,0.0,0.0,0.0,4.0,5.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,168.0,225.0,7.0,5489.0,227.0,133,2330,131,19618,13899,299402,false
2973,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.record.formula.functions,Replace,"evaluate(int, int, ValueEval, ValueEval, ValueEval, ValueEval)",6.0,0.0,2.0,2.0,0.0,2.0,32.0,7.0,0.0,12.0,0.0,14.0,0.0,3.0,6.0,0.0,0.0,4.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,1.0,2.0,35.0,35.0,12.0,1.0,0.0,6.0,7.0,0.0,7.0,0.0,1.0,7.0,7.0,7.0,168.0,225.0,7.0,5489.0,227.0,133,2330,131,19618,13899,299402,true
2976,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.record.formula.functions,LookupUtils,"lookupIndexOfValue(ValueEval, ValueVector, boolean)",3.0,3.0,1.0,1.0,3.0,2.0,13.0,3.0,0.0,5.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,12.0,0.0,5.0,17.0,12.0,0.0,0.0,1.0,569.0,569.0,524.0,0.0,0.0,12.0,41.0,0.0,48.0,0.0,1.0,48.0,4.0,4.0,168.0,225.0,7.0,5489.0,227.0,133,2330,131,19618,13899,299402,false
2999,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.record.formula.functions,TextFunction,"evaluate(ValueEval[], int, int)",3.0,0.0,1.0,1.0,0.0,3.0,11.0,3.0,0.0,7.0,0.0,8.0,0.0,3.0,4.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,14.0,14.0,8.0,1.0,0.0,4.0,4.0,?,3.0,0.0,?,3.0,3.0,3.0,168.0,225.0,7.0,5489.0,227.0,133,2330,131,19618,13899,299402,false
3001,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.record.formula.functions,TextFunction.SearchFind,"evaluate(int, int, ValueEval, ValueEval)",4.0,0.0,1.0,1.0,0.0,2.0,9.0,2.0,0.0,7.0,0.0,8.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,3.0,4.0,1.0,1.0,2.0,44.0,44.0,24.0,0.0,0.0,7.0,11.0,0.0,9.0,1.0,1.0,9.0,2.25,2.25,168.0,225.0,7.0,5489.0,227.0,133,2330,131,19618,13899,299402,true
3014,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.record.formula.functions,Sumproduct,"evaluate(ValueEval[], int, int)",3.0,0.0,2.0,2.0,0.0,4.0,28.0,8.0,0.0,7.0,0.0,7.0,0.0,2.0,4.0,0.0,0.0,3.0,0.0,0.666666666666667,1.0,0.0,0.0,7.0,0.0,2.0,5.0,7.0,0.0,0.0,1.0,178.0,178.0,198.0,1.0,0.0,9.0,17.0,0.0,39.0,0.0,1.0,39.0,5.57142857142857,5.57142857142857,168.0,225.0,7.0,5489.0,227.0,133,2330,131,19618,13899,299402,false
3055,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.record.formula.functions,Substitute,"replaceOneOccurrence(String, String, String, int)",4.0,0.0,0.0,0.0,0.0,3.0,24.0,5.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,3.0,4.0,0.0,1.0,2.0,79.0,79.0,44.0,0.0,0.0,7.0,11.0,0.0,13.0,0.0,1.0,13.0,3.25,3.25,168.0,225.0,7.0,5489.0,227.0,133,2330,131,19618,13899,299402,true
3073,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.record.formula.functions,Days360,"evaluate(double, double, boolean)",3.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,5.0,8.0,0.0,1.0,2.0,83.0,83.0,120.0,0.0,0.0,9.0,17.0,0.0,14.0,0.0,1.0,14.0,1.75,1.75,168.0,225.0,7.0,5489.0,227.0,133,2330,131,19618,13899,299402,false
3140,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.usermodel,EscherGraphics,"drawRect(int, int, int, int)",4.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,0.0,4.0,0.0,2.0,0.5,1.0,4.0,1.0,0.0,2.0,0.0,0.5,0.0,10.0,0.0,48.0,3.0,18.0,15.0,38.0,8.0,47.0,2.0,446.0,385.0,2834.0,0.184668989547038,0.0,16.0,82.0,0.0,73.0,0.901595744680851,0.785714285714286,62.0,1.52083333333333,1.63157894736842,59.0,763.0,1.0,14143.0,1136.0,133,2330,131,19618,13899,299402,true
3143,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.usermodel,EscherGraphics,"drawString(AttributedCharacterIterator, int, int)",3.0,0.0,1.0,1.0,0.0,1.0,6.0,2.0,0.0,3.0,0.0,2.0,0.5,1.0,4.0,1.0,0.0,2.0,0.0,0.5,0.0,10.0,0.0,48.0,3.0,18.0,15.0,38.0,8.0,47.0,2.0,446.0,385.0,2834.0,0.184668989547038,0.0,16.0,82.0,0.0,73.0,0.901595744680851,0.785714285714286,62.0,1.52083333333333,1.63157894736842,59.0,763.0,1.0,14143.0,1136.0,133,2330,131,19618,13899,299402,false
3259,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.record,EscherAggregate,"convertGroup(HSSFShapeGroup, EscherContainerRecord, Map)",3.0,0.0,32.0,10.0,0.0,1.0,72.0,2.0,0.0,15.0,0.0,63.0,0.0588235294117647,15.0,30.0,2.0,0.0,34.0,0.0,0.441176470588235,0.0,3.0,2.0,21.0,3.0,57.0,34.0,18.0,212.0,23.0,4.0,819.0,798.0,1009.0,0.236363636363636,206.0,43.0,135.0,0.0,73.0,1.04457547169811,0.0324074074074074,70.0,3.47619047619048,3.88888888888889,154.0,1112.0,3.0,20586.0,1786.0,133,2330,131,19618,13899,299402,false
3307,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.record.formula,FormulaShifter,"FormulaShifter(int, int, int, int)",4.0,0.0,0.0,0.0,0.0,2.0,12.0,3.0,0.0,4.0,0.0,8.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,5.0,8.0,9.0,4.0,0.0,1.0,271.0,271.0,16.0,0.0,0.0,12.0,21.0,0.0,61.0,0.8125,1.0,61.0,6.77777777777778,6.77777777777778,64.0,347.0,1.0,3566.0,432.0,133,2330,131,19618,13899,299402,true
3334,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.ddf,EscherOptRecord,"fillFields(byte[], int, EscherRecordFactory)",3.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,6.0,0.0,6.0,1.0,1.0,6.0,1.0,0.0,2.0,0.0,0.5,0.0,2.0,1.0,11.0,2.0,0.0,6.0,9.0,3.0,18.0,2.0,131.0,110.0,278.0,0.622222222222222,2.0,8.0,46.0,0.0,15.0,0.8,0.75,12.0,1.36363636363636,1.33333333333333,38.0,208.0,2.0,5566.0,383.0,133,2330,131,19618,13899,299402,false
3345,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.ddf,EscherSpgrRecord,"serialize(int, byte[], EscherSerializationListener)",3.0,0.0,0.0,0.0,0.0,1.0,16.0,1.0,0.0,4.0,0.0,10.0,1.0,2.0,8.0,5.0,0.0,4.0,0.0,0.5,0.0,9.0,0.0,14.0,2.0,0.0,4.0,5.0,6.0,18.0,2.0,132.0,56.0,221.0,0.351648351648352,2.0,7.0,44.0,0.0,15.0,0.794871794871795,0.3125,6.0,1.07142857142857,1.2,38.0,208.0,2.0,5566.0,383.0,133,2330,131,19618,13899,299402,false
3355,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.ddf,EscherMetafileBlip,"serialize(int, byte[], EscherSerializationListener)",3.0,0.0,0.0,0.0,0.0,2.0,31.0,3.0,0.0,4.0,0.0,25.0,1.0,2.0,8.0,17.0,0.0,4.0,0.0,0.5,0.0,14.0,0.0,21.0,4.0,1.0,5.0,7.0,22.0,22.0,3.0,244.0,153.0,331.0,0.3,6.0,9.0,61.0,0.0,35.0,0.888636363636364,0.230769230769231,16.0,1.66666666666667,2.28571428571429,38.0,208.0,2.0,5566.0,383.0,133,2330,131,19618,13899,299402,false
3368,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.ddf,EscherChildAnchorRecord,"fillFields(byte[], int, EscherRecordFactory)",3.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,6.0,0.0,8.0,1.0,1.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,14.0,2.0,0.0,3.0,5.0,6.0,18.0,2.0,133.0,56.0,191.0,0.351648351648352,2.0,6.0,43.0,0.0,14.0,0.794871794871795,0.3125,5.0,1.0,1.0,38.0,208.0,2.0,5566.0,383.0,133,2330,131,19618,13899,299402,false
3430,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.ss.formula,FormulaUsedBlankCellSet,"containsCell(BookSheetKey, int, int)",3.0,1.0,0.0,0.0,1.0,2.0,7.0,2.0,0.0,4.0,0.0,5.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,2.0,5.0,1.0,0.0,1.0,163.0,163.0,32.0,0.333333333333333,0.0,0.0,9.0,0.0,7.0,0.5,1.0,7.0,1.4,1.4,38.0,253.0,10.0,4401.0,270.0,133,2330,131,19618,13899,299402,false
3434,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.ss.formula,IEvaluationListener,"onReadPlainValue(int, int, int, ICacheEntry)",4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,?,0.0,0.0,9.0,0.0,?,?,26.0,26.0,0.0,0.0,0.0,2.0,9.0,0.0,9.0,0.0,0.0,9.0,1.0,1.0,38.0,253.0,10.0,4401.0,270.0,133,2330,131,19618,13899,299402,true
3489,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.ss.util,CellRangeAddress,"CellRangeAddress(int, int, int, int)",4.0,7.0,0.0,0.0,11.0,1.0,3.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,4.0,9.0,1.0,14.0,2.0,61.0,61.0,124.0,0.0666666666666667,1.0,6.0,35.0,1.0,10.0,0.75,0.888888888888889,10.0,1.11111111111111,1.11111111111111,17.0,124.0,0.0,2217.0,148.0,133,2330,131,19618,13899,299402,true
232,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.util,NullLogger,"log(int, Object, Object, Object, Object, Object, Object, Object, Object)",9.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,18.0,0.0,0.0,22.0,0.0,5.0,2.0,431.0,431.0,0.0,0.0,0.0,0.0,27.0,0.0,22.0,0.0,1.0,22.0,1.0,1.0,45.0,381.0,5.0,7829.0,395.0,133,2330,131,19618,13899,299402,true
234,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.util,NullLogger,"log(int, Object, Object, Object, Object, Object, Object, Throwable)",8.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,18.0,0.0,0.0,22.0,0.0,5.0,2.0,431.0,431.0,0.0,0.0,0.0,0.0,27.0,0.0,22.0,0.0,1.0,22.0,1.0,1.0,45.0,381.0,5.0,7829.0,395.0,133,2330,131,19618,13899,299402,true
236,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.util,NullLogger,"log(int, Object, Object, Object, Object, Object, Object, Object, Object, Throwable)",10.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,18.0,0.0,0.0,22.0,0.0,5.0,2.0,431.0,431.0,0.0,0.0,0.0,0.0,27.0,0.0,22.0,0.0,1.0,22.0,1.0,1.0,45.0,381.0,5.0,7829.0,395.0,133,2330,131,19618,13899,299402,true
242,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.util,POILogger,"log(int, Object, Object, Object, Object, Object, Object, Object, Throwable)",9.0,0.0,0.0,0.0,0.0,2.0,14.0,2.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,?,0.0,1.0,27.0,5.0,?,1.0,645.0,645.0,8.0,0.0,5.0,1.0,28.0,3.0,60.0,1.03846153846154,?,60.0,2.22222222222222,2.22222222222222,45.0,381.0,5.0,7829.0,395.0,133,2330,131,19618,13899,299402,true
244,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.record.formula.functions,FinanceFunction,"evaluate(int, int, ValueEval, ValueEval, ValueEval, ValueEval, ValueEval)",7.0,0.0,1.0,1.0,0.0,2.0,16.0,2.0,0.0,14.0,0.0,15.0,0.0,3.0,6.0,0.0,0.0,4.0,0.0,0.75,2.0,0.0,4.0,7.0,?,4.0,3.0,7.0,6.0,?,1.0,90.0,90.0,30.0,0.133333333333333,4.0,7.0,11.0,0.0,14.0,1.05555555555556,?,14.0,2.0,2.0,168.0,225.0,7.0,5489.0,227.0,133,2330,131,19618,13899,299402,true
247,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.usermodel,EscherGraphics,"drawImage(Image, int, int, int, int, int, int, int, int, Color, ImageObserver)",11.0,0.0,1.0,1.0,0.0,1.0,11.0,2.0,0.0,11.0,0.0,2.0,0.5,1.0,4.0,1.0,0.0,2.0,0.0,0.5,0.0,10.0,0.0,48.0,3.0,18.0,15.0,38.0,8.0,47.0,2.0,446.0,385.0,2834.0,0.184668989547038,0.0,16.0,82.0,0.0,73.0,0.901595744680851,0.785714285714286,62.0,1.52083333333333,1.63157894736842,59.0,763.0,1.0,14143.0,1136.0,133,2330,131,19618,13899,299402,true
248,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.usermodel,EscherGraphics,"drawImage(Image, int, int, int, int, int, int, int, int, ImageObserver)",10.0,0.0,1.0,1.0,0.0,1.0,9.0,2.0,0.0,10.0,0.0,2.0,0.5,1.0,4.0,1.0,0.0,2.0,0.0,0.5,0.0,10.0,0.0,48.0,3.0,18.0,15.0,38.0,8.0,47.0,2.0,446.0,385.0,2834.0,0.184668989547038,0.0,16.0,82.0,0.0,73.0,0.901595744680851,0.785714285714286,62.0,1.52083333333333,1.63157894736842,59.0,763.0,1.0,14143.0,1136.0,133,2330,131,19618,13899,299402,true
249,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.usermodel,EscherGraphics,"drawImage(Image, int, int, int, int, Color, ImageObserver)",7.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,48.0,3.0,18.0,15.0,38.0,8.0,47.0,2.0,446.0,385.0,2834.0,0.184668989547038,0.0,16.0,82.0,0.0,73.0,0.901595744680851,0.785714285714286,62.0,1.52083333333333,1.63157894736842,59.0,763.0,1.0,14143.0,1136.0,133,2330,131,19618,13899,299402,true
251,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.usermodel,EscherGraphics2d,"drawImage(Image, int, int, int, int, int, int, int, int, Color, ImageObserver)",11.0,0.0,1.0,1.0,0.0,1.0,7.0,2.0,0.0,11.0,0.0,2.0,0.5,1.0,4.0,1.0,0.0,2.0,0.0,0.5,0.0,21.0,0.0,81.0,2.0,5.0,3.0,60.0,7.0,85.0,3.0,539.0,408.0,2704.0,0.0125195618153365,0.0,3.0,102.0,0.0,99.0,0.967857142857143,0.808219178082192,76.0,1.22222222222222,1.26666666666667,59.0,763.0,1.0,14143.0,1136.0,133,2330,131,19618,13899,299402,true
253,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.usermodel,EscherGraphics2d,"drawImage(Image, int, int, int, int, Color, ImageObserver)",7.0,0.0,1.0,1.0,0.0,1.0,6.0,2.0,0.0,7.0,0.0,2.0,0.5,1.0,4.0,1.0,0.0,2.0,0.0,0.5,0.0,21.0,0.0,81.0,2.0,5.0,3.0,60.0,7.0,85.0,3.0,539.0,408.0,2704.0,0.0125195618153365,0.0,3.0,102.0,0.0,99.0,0.967857142857143,0.808219178082192,76.0,1.22222222222222,1.26666666666667,59.0,763.0,1.0,14143.0,1136.0,133,2330,131,19618,13899,299402,true
258,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.usermodel,HSSFClientAnchor,"setAnchor(short, int, int, int, short, int, int, int)",8.0,0.0,0.0,0.0,0.0,1.0,20.0,1.0,0.0,8.0,0.0,16.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,20.0,0.0,0.0,2.0,7.0,5.0,10.0,2.0,221.0,102.0,147.0,0.191666666666667,0.0,3.0,34.0,0.0,27.0,0.863157894736842,0.277777777777778,14.0,1.35,2.0,59.0,763.0,1.0,14143.0,1136.0,133,2330,131,19618,13899,299402,true
259,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.record,DVRecord,"DVRecord(int, int, int, boolean, boolean, boolean, boolean, String, String, boolean, String, String, Ptg[], Ptg[], CellRangeAddressList)",15.0,1.0,0.0,0.0,1.0,1.0,25.0,1.0,0.0,16.0,0.0,32.0,1.0,2.0,6.0,16.0,0.0,3.0,0.0,0.666666666666667,0.0,2.0,0.0,22.0,2.0,6.0,9.0,20.0,20.0,9.0,4.0,285.0,267.0,865.0,0.549450549450549,1.0,14.0,67.0,0.0,31.0,0.942857142857143,0.875,29.0,1.40909090909091,1.45,154.0,1112.0,3.0,20586.0,1786.0,133,2330,131,19618,13899,299402,true
41971,/mnt/qualitas/qualitas_corpus_compile/trove-2.1.0,gnu.trove,THashIterator,"THashIterator(TObjectHash)",1.0,3.0,1.0,1.0,3.0,1.0,4.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,?,4.0,2.0,4.0,1.0,?,2.0,55.0,55.0,30.0,0.0,0.0,4.0,7.0,2.0,8.0,1.33333333333333,?,8.0,2.0,2.0,29.0,219.0,5.0,3862.0,227.0,3,91,9,585,567,8432,false
42008,/mnt/qualitas/qualitas_corpus_compile/trove-2.1.0,gnu.trove,SerializationProcedure,"execute(long, double)",2.0,0.0,0.0,0.0,0.0,2.0,10.0,2.0,0.0,3.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,57.0,0.0,0.0,0.0,57.0,2.0,0.0,1.0,674.0,674.0,0.0,1.0,0.0,0.0,57.0,0.0,113.0,0.0178571428571429,1.0,113.0,1.98245614035088,1.98245614035088,29.0,219.0,5.0,3862.0,227.0,3,91,9,585,567,8432,false
42016,/mnt/qualitas/qualitas_corpus_compile/trove-2.1.0,gnu.trove,SerializationProcedure,"execute(float, double)",2.0,0.0,0.0,0.0,0.0,2.0,10.0,2.0,0.0,3.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,57.0,0.0,0.0,0.0,57.0,2.0,0.0,1.0,674.0,674.0,0.0,1.0,0.0,0.0,57.0,0.0,113.0,0.0178571428571429,1.0,113.0,1.98245614035088,1.98245614035088,29.0,219.0,5.0,3862.0,227.0,3,91,9,585,567,8432,false
42068,/mnt/qualitas/qualitas_corpus_compile/trove-2.1.0,gnu.trove,TLinkedList.IteratorImpl,"remove()",0.0,0.0,3.0,1.0,0.0,2.0,12.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,11.0,0.0,6.0,3.0,10.0,3.0,0.0,1.0,197.0,170.0,150.0,0.0,0.0,3.0,18.0,0.0,29.0,1.1,0.888888888888889,25.0,2.63636363636364,2.5,29.0,219.0,5.0,3862.0,227.0,3,91,9,585,567,8432,false
42089,/mnt/qualitas/qualitas_corpus_compile/trove-2.1.0,gnu.trove,THashMap,"hashCode()",0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,3.0,0.0,0.666666666666667,2.0,0.0,8.0,34.0,8.0,2.0,11.0,34.0,2.0,21.0,3.0,787.0,787.0,1842.0,0.0,0.0,10.0,82.0,0.0,75.0,1.03030303030303,1.0,75.0,2.20588235294118,2.20588235294118,29.0,219.0,5.0,3862.0,227.0,3,91,9,585,567,8432,false
42128,/mnt/qualitas/qualitas_corpus_compile/trove-2.1.0,gnu.trove,THashSet,"THashSet(TObjectHashingStrategy)",1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,24.0,5.0,1.0,6.0,24.0,1.0,24.0,3.0,375.0,375.0,1021.0,0.0,0.0,10.0,71.0,0.0,45.0,1.04347826086957,1.0,45.0,1.875,1.875,29.0,219.0,5.0,3862.0,227.0,3,91,9,585,567,8432,false
42140,/mnt/qualitas/qualitas_corpus_compile/trove-2.1.0,gnu.trove,THashSet,"clear()",0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,24.0,5.0,1.0,6.0,24.0,1.0,24.0,3.0,375.0,375.0,1021.0,0.0,0.0,10.0,71.0,0.0,45.0,1.04347826086957,1.0,45.0,1.875,1.875,29.0,219.0,5.0,3862.0,227.0,3,91,9,585,567,8432,false
42203,/mnt/qualitas/qualitas_corpus_compile/trove-2.1.0,gnu.trove,TObjectHash,"forEach(TObjectProcedure)",1.0,3.0,3.0,1.0,7.0,3.0,11.0,5.0,0.0,3.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,19.0,?,4.0,2.0,19.0,4.0,?,2.0,339.0,339.0,377.0,0.0,0.0,4.0,30.0,2.0,50.0,1.05555555555556,?,50.0,2.63157894736842,2.63157894736842,29.0,219.0,5.0,3862.0,227.0,3,91,9,585,567,8432,false
42207,/mnt/qualitas/qualitas_corpus_compile/trove-2.1.0,gnu.trove,TObjectHash,"computeHashCode(Object)",1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,?,4.0,2.0,19.0,4.0,?,2.0,339.0,339.0,377.0,0.0,0.0,4.0,30.0,2.0,50.0,1.05555555555556,?,50.0,2.63157894736842,2.63157894736842,29.0,219.0,5.0,3862.0,227.0,3,91,9,585,567,8432,false
