IDMethod,project,package,complextype,method,NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CLNAMM_method,CINT_method,MeMCL_method,CDISP_method,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOPA_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,is_switch_statements
493,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.util,BinaryTree,"values()",0.0,0.0,0.0,0.0,0.0,5.0,58.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,49.0,4.0,0.0,1.0,49.0,12.0,12.0,2.0,2017.0,2017.0,1990.0,0.111111111111111,0.0,0.0,63.0,0.0,150.0,0.960069444444444,1.0,150.0,3.06122448979592,3.06122448979592,45.0,381.0,5.0,7829.0,395.0,133,2330,131,19618,13899,299402,false
500,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.usermodel,HSSFSheet,"shiftRows(int, int, int, boolean, boolean, boolean)",6.0,0.0,9.0,6.0,0.0,5.0,103.0,23.0,0.0,25.0,0.0,48.0,0.3125,12.0,34.0,5.0,0.0,29.0,0.0,0.413793103448276,1.0,43.0,0.0,137.0,0.0,73.0,41.0,94.0,9.0,0.0,1.0,1806.0,1243.0,18092.0,0.43732033495813,1.0,48.0,337.0,0.0,242.0,0.916666666666667,0.655737704918033,181.0,1.76642335766423,1.92553191489362,59.0,763.0,1.0,14143.0,1136.0,133,2330,131,19618,13899,299402,true
501,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.usermodel,HSSFWorkbook,"searchForPictures(List, List<HSSFPictureData>)",2.0,0.0,1.0,1.0,0.0,5.0,25.0,5.0,0.0,6.0,0.0,7.0,0.0,3.0,4.0,0.0,0.0,3.0,0.0,1.0,1.0,24.0,1.0,92.0,0.0,62.0,43.0,68.0,20.0,10.0,2.0,1616.0,1163.0,11416.0,0.497297297297297,7.0,67.0,265.0,1.0,217.0,0.957142857142857,0.674418604651163,147.0,2.35869565217391,2.16176470588235,59.0,763.0,1.0,14143.0,1136.0,133,2330,131,19618,13899,299402,false
502,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.usermodel,HSSFWorkbook,"getAllEmbeddedObjects(List, List<HSSFObjectData>)",2.0,0.0,1.0,1.0,0.0,5.0,22.0,5.0,0.0,6.0,0.0,8.0,0.5,2.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,24.0,1.0,92.0,0.0,62.0,43.0,68.0,20.0,10.0,2.0,1616.0,1163.0,11416.0,0.497297297297297,7.0,67.0,265.0,1.0,217.0,0.957142857142857,0.674418604651163,147.0,2.35869565217391,2.16176470588235,59.0,763.0,1.0,14143.0,1136.0,133,2330,131,19618,13899,299402,false
503,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.usermodel,StaticFontMetrics,"getFontDetails(Font)",1.0,1.0,0.0,0.0,1.0,5.0,74.0,15.0,0.0,9.0,0.0,10.0,1.0,1.0,4.0,2.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,88.0,88.0,8.0,1.0,0.0,1.0,3.0,0.0,15.0,0.0,1.0,15.0,15.0,15.0,59.0,763.0,1.0,14143.0,1136.0,133,2330,131,19618,13899,299402,true
504,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.record,HyperlinkRecord,"HyperlinkRecord(RecordInputStream)",1.0,1.0,0.0,0.0,1.0,5.0,100.0,16.0,0.0,11.0,0.0,33.0,1.0,6.0,28.0,22.0,0.0,14.0,0.0,0.428571428571429,0.0,14.0,1.0,36.0,2.0,4.0,10.0,22.0,24.0,9.0,4.0,694.0,541.0,694.0,0.393103448275862,1.0,13.0,88.0,0.0,90.0,0.885714285714286,0.620689655172414,62.0,2.5,2.81818181818182,154.0,1112.0,3.0,20586.0,1786.0,133,2330,131,19618,13899,299402,true
506,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.record,RecordFactoryInputStream.StreamEncryptionInfo,"StreamEncryptionInfo(RecordInputStream, List<Record>)",2.0,1.0,0.0,0.0,1.0,5.0,38.0,5.0,0.0,5.0,0.0,9.0,1.0,3.0,10.0,4.0,0.0,5.0,0.0,0.6,0.0,1.0,0.0,5.0,0.0,0.0,6.0,4.0,4.0,0.0,1.0,83.0,73.0,150.0,0.166666666666667,0.0,9.0,19.0,0.0,12.0,0.9375,0.8,11.0,2.4,2.75,154.0,1112.0,3.0,20586.0,1786.0,133,2330,131,19618,13899,299402,true
508,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.record,EscherAggregate,"convertShapes(HSSFShapeContainer, EscherContainerRecord, Map)",3.0,0.0,3.0,2.0,0.0,5.0,37.0,6.0,0.0,9.0,0.0,15.0,0.5,6.0,12.0,3.0,0.0,9.0,0.0,0.666666666666667,0.0,3.0,2.0,21.0,3.0,57.0,34.0,18.0,212.0,23.0,4.0,819.0,798.0,1009.0,0.236363636363636,206.0,43.0,135.0,0.0,73.0,1.04457547169811,0.0324074074074074,70.0,3.47619047619048,3.88888888888889,154.0,1112.0,3.0,20586.0,1786.0,133,2330,131,19618,13899,299402,false
510,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.poifs.filesystem,DocumentInputStream,"readFully(byte[], int, int)",3.0,0.0,0.0,0.0,0.0,5.0,37.0,7.0,0.0,8.0,0.0,11.0,1.0,1.0,4.0,3.0,0.0,2.0,0.0,0.5,1.0,0.0,0.0,24.0,5.0,0.0,4.0,24.0,10.0,4.0,2.0,296.0,296.0,264.0,0.30718954248366,0.0,4.0,37.0,0.0,53.0,0.882608695652174,1.0,53.0,2.20833333333333,2.20833333333333,14.0,132.0,5.0,2816.0,150.0,133,2330,131,19618,13899,299402,false
511,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.dev,BiffViewer,"createRecords(InputStream, PrintStream, BiffRecordListener, boolean)",4.0,0.0,1.0,1.0,0.0,5.0,46.0,9.0,0.0,12.0,0.0,14.0,0.0,3.0,16.0,0.0,0.0,9.0,0.0,0.333333333333333,0.0,0.0,5.0,8.0,0.0,146.0,154.0,8.0,3.0,0.0,1.0,615.0,615.0,2320.0,0.0,0.0,152.0,175.0,0.0,186.0,0.952380952380952,1.0,186.0,23.25,23.25,8.0,18.0,0.0,888.0,21.0,133,2330,131,19618,13899,299402,false
512,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.record.aggregates,ChartSubstreamRecordAggregate,"ChartSubstreamRecordAggregate(RecordStream)",1.0,1.0,1.0,1.0,1.0,5.0,26.0,6.0,0.0,3.0,0.0,7.0,0.75,2.0,12.0,3.0,0.0,6.0,0.0,0.333333333333333,0.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,3.0,5.0,3.0,52.0,52.0,43.0,1.0,0.0,9.0,18.0,0.0,10.0,1.33333333333333,1.0,10.0,5.0,5.0,21.0,168.0,0.0,3067.0,208.0,133,2330,131,19618,13899,299402,false
514,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.model,Workbook,"findDrawingGroup()",0.0,1.0,2.0,2.0,1.0,5.0,50.0,11.0,0.0,8.0,0.0,12.0,0.5,5.0,12.0,2.0,0.0,7.0,0.0,0.714285714285714,1.0,16.0,0.0,107.0,0.0,125.0,57.0,91.0,20.0,0.0,1.0,2218.0,1997.0,17110.0,0.220120724346076,0.0,69.0,310.0,0.0,311.0,0.950471698113208,0.791666666666667,275.0,2.90654205607477,3.02197802197802,22.0,253.0,1.0,5906.0,345.0,133,2330,131,19618,13899,299402,false
517,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.model,DrawingManager,"allocateShapeId(short)",1.0,0.0,6.0,3.0,0.0,5.0,61.0,7.0,0.0,6.0,0.0,17.0,0.25,3.0,6.0,2.0,0.0,12.0,0.0,0.25,0.0,1.0,0.0,7.0,0.0,11.0,4.0,6.0,2.0,0.0,1.0,123.0,117.0,64.0,0.666666666666667,0.0,4.0,25.0,0.0,16.0,0.583333333333333,0.75,15.0,2.28571428571429,2.5,22.0,253.0,1.0,5906.0,345.0,133,2330,131,19618,13899,299402,false
518,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.ss.formula,FormulaParser,"parseRangeable()",0.0,0.0,0.0,0.0,0.0,5.0,107.0,28.0,1.0,10.0,2.0,16.0,0.5,4.0,10.0,3.0,0.0,8.0,2.0,0.5,0.0,0.0,3.0,53.0,0.0,41.0,31.0,53.0,10.0,0.0,1.0,1511.0,1511.0,4746.0,1.0,0.0,57.0,121.0,0.0,281.0,0.905769230769231,1.0,281.0,5.30188679245283,5.30188679245283,38.0,253.0,10.0,4401.0,270.0,133,2330,131,19618,13899,299402,true
521,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.ss.formula,FormulaCellCacheEntrySet,"remove(CellCacheEntry)",1.0,1.0,0.0,0.0,1.0,5.0,49.0,10.0,0.0,9.0,0.0,11.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,128.0,128.0,0.0,1.0,0.0,2.0,5.0,0.0,28.0,0.666666666666667,1.0,28.0,5.6,5.6,38.0,253.0,10.0,4401.0,270.0,133,2330,131,19618,13899,299402,false
522,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hpsf,Property,"readDictionary(byte[], long, int, int)",4.0,0.0,3.0,3.0,0.0,5.0,95.0,12.0,0.0,16.0,0.0,20.0,0.25,5.0,10.0,1.0,0.0,5.0,0.0,1.0,0.0,4.0,0.0,12.0,2.0,6.0,10.0,8.0,3.0,0.0,1.0,380.0,307.0,162.0,0.5,0.0,13.0,24.0,1.0,49.0,0.727272727272727,0.625,40.0,4.08333333333333,5.0,35.0,265.0,0.0,7652.0,356.0,133,2330,131,19618,13899,299402,false
524,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.poifs.dev,POIFSViewEngine,"inspectViewable(Object, boolean, int, String)",4.0,1.0,0.0,0.0,1.0,5.0,48.0,6.0,0.0,9.0,0.0,9.0,0.0,1.0,8.0,0.0,0.0,4.0,0.0,0.25,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,98.0,98.0,24.0,1.0,0.0,1.0,6.0,0.0,10.0,1.0,1.0,10.0,5.0,5.0,4.0,13.0,1.0,300.0,13.0,133,2330,131,19618,13899,299402,false
239,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.util,BinaryTree,"doRedBlackDeleteFixup(Node, int)",1.0,3.0,0.0,0.0,3.0,6.0,81.0,13.0,0.0,3.0,0.0,15.0,0.5,1.0,6.0,3.0,0.0,6.0,0.0,0.166666666666667,0.0,0.0,8.0,49.0,4.0,0.0,1.0,49.0,12.0,12.0,2.0,2017.0,2017.0,1990.0,0.111111111111111,0.0,0.0,63.0,0.0,150.0,0.960069444444444,1.0,150.0,3.06122448979592,3.06122448979592,45.0,381.0,5.0,7829.0,395.0,133,2330,131,19618,13899,299402,true
240,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.record.formula.functions,BooleanFunction,"calculate(ValueEval[])",1.0,0.0,1.0,1.0,0.0,6.0,46.0,9.0,0.0,13.0,0.0,14.0,0.0,4.0,12.0,0.0,0.0,6.0,0.0,0.666666666666667,1.0,0.0,5.0,4.0,?,2.0,7.0,4.0,5.0,?,1.0,108.0,108.0,62.0,0.0,5.0,10.0,14.0,0.0,14.0,1.33333333333333,?,14.0,3.5,3.5,168.0,225.0,7.0,5489.0,227.0,133,2330,131,19618,13899,299402,false
241,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.usermodel,HSSFCell,"findCellComment(Sheet, int, int)",3.0,1.0,18.0,7.0,1.0,7.0,46.0,11.0,1.0,13.0,2.0,38.0,0.0526315789473684,7.0,4.0,1.0,0.0,17.0,2.0,0.411764705882353,1.0,20.0,0.0,50.0,1.0,52.0,34.0,30.0,13.0,0.0,1.0,1088.0,558.0,5422.0,0.544807965860597,4.0,45.0,166.0,0.0,170.0,0.901098901098901,0.421052631578947,107.0,3.4,3.56666666666667,59.0,763.0,1.0,14143.0,1136.0,133,2330,131,19618,13899,299402,true
242,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.usermodel,HSSFOptimiser,"optimiseFonts(HSSFWorkbook)",1.0,0.0,6.0,4.0,0.0,8.0,119.0,23.0,2.0,20.0,2.0,29.0,0.0,9.0,20.0,0.0,0.0,18.0,2.0,0.5,0.0,0.0,0.0,2.0,0.0,8.0,10.0,2.0,0.0,0.0,1.0,225.0,225.0,96.0,0.0,0.0,12.0,26.0,0.0,39.0,0.0,1.0,39.0,19.5,19.5,59.0,763.0,1.0,14143.0,1136.0,133,2330,131,19618,13899,299402,false
243,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.usermodel,HSSFSheet,"autoSizeColumn(int, boolean)",2.0,0.0,9.0,4.0,0.0,7.0,146.0,22.0,0.0,33.0,0.0,46.0,0.181818181818182,7.0,26.0,2.0,0.0,20.0,0.0,0.35,1.0,43.0,0.0,137.0,0.0,73.0,41.0,94.0,9.0,0.0,1.0,1806.0,1243.0,18092.0,0.43732033495813,1.0,48.0,337.0,0.0,242.0,0.916666666666667,0.655737704918033,181.0,1.76642335766423,1.92553191489362,59.0,763.0,1.0,14143.0,1136.0,133,2330,131,19618,13899,299402,true
244,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.poifs.filesystem,POIFSDocumentPath,"equals(Object)",1.0,1.0,0.0,0.0,1.0,6.0,32.0,7.0,0.0,4.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0,0.0,0.0,8.0,2.0,0.0,1.0,245.0,221.0,0.0,0.666666666666667,0.0,0.0,9.0,0.0,30.0,0.75,0.888888888888889,28.0,3.33333333333333,3.5,14.0,132.0,5.0,2816.0,150.0,133,2330,131,19618,13899,299402,false
245,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.ddf,EscherDump,"dumpOld(long, InputStream, PrintStream)",3.0,0.0,0.0,0.0,0.0,6.0,355.0,62.0,0.0,22.0,0.0,22.0,0.0,2.0,12.0,0.0,0.0,6.0,0.0,0.333333333333333,0.0,0.0,1.0,9.0,0.0,0.0,8.0,9.0,0.0,0.0,1.0,883.0,883.0,222.0,0.0,0.0,7.0,21.0,0.0,76.0,0.0,1.0,76.0,8.44444444444444,8.44444444444444,38.0,208.0,2.0,5566.0,383.0,133,2330,131,19618,13899,299402,true
246,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.model,Workbook,"serialize(int, byte[])",2.0,1.0,3.0,3.0,1.0,6.0,50.0,12.0,0.0,10.0,0.0,17.0,0.571428571428571,7.0,18.0,4.0,0.0,9.0,0.0,0.777777777777778,1.0,16.0,0.0,107.0,0.0,125.0,57.0,91.0,20.0,0.0,1.0,2218.0,1997.0,17110.0,0.220120724346076,0.0,69.0,310.0,0.0,311.0,0.950471698113208,0.791666666666667,275.0,2.90654205607477,3.02197802197802,22.0,253.0,1.0,5906.0,345.0,133,2330,131,19618,13899,299402,false
247,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.ss.formula,WorkbookEvaluator,"evaluateFormula(OperationEvaluationContext, Ptg[])",2.0,0.0,11.0,9.0,0.0,6.0,127.0,25.0,0.0,22.0,0.0,33.0,0.0,7.0,18.0,0.0,0.0,14.0,0.0,0.5,0.0,2.0,0.0,27.0,0.0,31.0,40.0,25.0,9.0,0.0,1.0,527.0,517.0,1574.0,0.2,0.0,62.0,115.0,0.0,104.0,0.905982905982906,1.0,102.0,3.85185185185185,4.08,38.0,253.0,10.0,4401.0,270.0,133,2330,131,19618,13899,299402,true
248,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.ss.formula,EvaluationCache,"notifyUpdateCell(int, int, EvaluationCell)",3.0,1.0,3.0,3.0,1.0,6.0,66.0,13.0,0.0,9.0,0.0,16.0,0.5,9.0,34.0,3.0,0.0,18.0,0.0,0.5,0.0,0.0,1.0,8.0,0.0,8.0,15.0,8.0,3.0,0.0,1.0,182.0,182.0,492.0,0.9,0.0,18.0,41.0,0.0,36.0,0.523809523809524,1.0,36.0,4.5,4.5,38.0,253.0,10.0,4401.0,270.0,133,2330,131,19618,13899,299402,true
249,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.eventmodel,EventRecordFactory,"processRecords(InputStream)",1.0,1.0,0.0,0.0,1.0,6.0,35.0,10.0,0.0,6.0,0.0,6.0,0.0,2.0,8.0,0.0,0.0,4.0,0.0,0.5,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,2.0,0.0,1.0,86.0,86.0,28.0,1.0,0.0,4.0,10.0,0.0,16.0,1.0,1.0,16.0,4.0,4.0,2.0,11.0,2.0,178.0,11.0,133,2330,131,19618,13899,299402,true
250,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.hssf.extractor,ExcelExtractor,"getText()",0.0,0.0,14.0,7.0,0.0,7.0,116.0,28.0,0.0,16.0,0.0,36.0,0.3,8.0,36.0,6.0,0.0,26.0,0.0,0.307692307692308,1.0,5.0,2.0,12.0,0.0,14.0,11.0,7.0,6.0,6.0,3.0,362.0,318.0,311.0,0.178571428571429,0.0,20.0,62.0,0.0,49.0,0.924242424242424,0.545454545454545,44.0,4.08333333333333,6.28571428571429,5.0,11.0,0.0,578.0,19.0,133,2330,131,19618,13899,299402,true
44010,/mnt/qualitas/qualitas_corpus_compile/trove-2.1.0,gnu.trove,SerializationProcedure,"execute(byte, long)",2.0,0.0,0.0,0.0,0.0,2.0,10.0,2.0,0.0,3.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,57.0,0.0,0.0,0.0,57.0,2.0,0.0,1.0,674.0,674.0,0.0,1.0,0.0,0.0,57.0,0.0,113.0,0.0178571428571429,1.0,113.0,1.98245614035088,1.98245614035088,29.0,219.0,5.0,3862.0,227.0,3,91,9,585,567,8432,false
44025,/mnt/qualitas/qualitas_corpus_compile/trove-2.1.0,gnu.trove,SerializationProcedure,"execute(float, short)",2.0,0.0,0.0,0.0,0.0,2.0,10.0,2.0,0.0,3.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,57.0,0.0,0.0,0.0,57.0,2.0,0.0,1.0,674.0,674.0,0.0,1.0,0.0,0.0,57.0,0.0,113.0,0.0178571428571429,1.0,113.0,1.98245614035088,1.98245614035088,29.0,219.0,5.0,3862.0,227.0,3,91,9,585,567,8432,false
44037,/mnt/qualitas/qualitas_corpus_compile/trove-2.1.0,gnu.trove,SerializationProcedure,"execute(Object, short)",2.0,0.0,0.0,0.0,0.0,2.0,10.0,2.0,0.0,3.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,57.0,0.0,0.0,0.0,57.0,2.0,0.0,1.0,674.0,674.0,0.0,1.0,0.0,0.0,57.0,0.0,113.0,0.0178571428571429,1.0,113.0,1.98245614035088,1.98245614035088,29.0,219.0,5.0,3862.0,227.0,3,91,9,585,567,8432,false
44047,/mnt/qualitas/qualitas_corpus_compile/trove-2.1.0,gnu.trove,TLinkedList,"TLinkedList()",0.0,2.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,25.0,2.0,3.0,4.0,25.0,4.0,25.0,4.0,688.0,688.0,772.0,0.0,0.0,3.0,31.0,0.0,60.0,1.04166666666667,1.0,60.0,2.4,2.4,29.0,219.0,5.0,3862.0,227.0,3,91,9,585,567,8432,false
44053,/mnt/qualitas/qualitas_corpus_compile/trove-2.1.0,gnu.trove,TLinkedList,"addLast(TLinkable)",1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,0.5,1.0,0.0,1.0,25.0,2.0,3.0,4.0,25.0,4.0,25.0,4.0,688.0,688.0,772.0,0.0,0.0,3.0,31.0,0.0,60.0,1.04166666666667,1.0,60.0,2.4,2.4,29.0,219.0,5.0,3862.0,227.0,3,91,9,585,567,8432,false
44061,/mnt/qualitas/qualitas_corpus_compile/trove-2.1.0,gnu.trove,TLinkedList,"getNext(TLinkable)",1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,25.0,2.0,3.0,4.0,25.0,4.0,25.0,4.0,688.0,688.0,772.0,0.0,0.0,3.0,31.0,0.0,60.0,1.04166666666667,1.0,60.0,2.4,2.4,29.0,219.0,5.0,3862.0,227.0,3,91,9,585,567,8432,false
44069,/mnt/qualitas/qualitas_corpus_compile/trove-2.1.0,gnu.trove,TLinkedList,"forEachValue(TObjectProcedure<T>)",1.0,0.0,1.0,1.0,0.0,2.0,11.0,3.0,0.0,3.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,25.0,2.0,3.0,4.0,25.0,4.0,25.0,4.0,688.0,688.0,772.0,0.0,0.0,3.0,31.0,0.0,60.0,1.04166666666667,1.0,60.0,2.4,2.4,29.0,219.0,5.0,3862.0,227.0,3,91,9,585,567,8432,false
44079,/mnt/qualitas/qualitas_corpus_compile/trove-2.1.0,gnu.trove,TLinkedList.IteratorImpl,"previousIndex()",0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,0.0,6.0,3.0,10.0,3.0,0.0,1.0,197.0,170.0,150.0,0.0,0.0,3.0,18.0,0.0,29.0,1.1,0.888888888888889,25.0,2.63636363636364,2.5,29.0,219.0,5.0,3862.0,227.0,3,91,9,585,567,8432,false
44138,/mnt/qualitas/qualitas_corpus_compile/trove-2.1.0,gnu.trove,THashSet,"THashSet()",0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,24.0,5.0,1.0,6.0,24.0,1.0,24.0,3.0,375.0,375.0,1021.0,0.0,0.0,10.0,71.0,0.0,45.0,1.04347826086957,1.0,45.0,1.875,1.875,29.0,219.0,5.0,3862.0,227.0,3,91,9,585,567,8432,false
44157,/mnt/qualitas/qualitas_corpus_compile/trove-2.1.0,gnu.trove,THashSet,"retainAll(Collection<?>)",1.0,0.0,0.0,0.0,0.0,3.0,14.0,3.0,0.0,4.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,24.0,5.0,1.0,6.0,24.0,1.0,24.0,3.0,375.0,375.0,1021.0,0.0,0.0,10.0,71.0,0.0,45.0,1.04347826086957,1.0,45.0,1.875,1.875,29.0,219.0,5.0,3862.0,227.0,3,91,9,585,567,8432,false
44189,/mnt/qualitas/qualitas_corpus_compile/trove-2.1.0,gnu.trove,THashMap.MapBackedView,"toArray(T[])",1.0,0.0,0.0,0.0,0.0,2.0,17.0,4.0,0.0,5.0,0.0,5.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,0.5,2.0,0.0,0.0,14.0,?,0.0,3.0,14.0,0.0,?,3.0,84.0,84.0,154.0,0.0,0.0,3.0,17.0,3.0,22.0,0.0,?,22.0,1.57142857142857,1.57142857142857,29.0,219.0,5.0,3862.0,227.0,3,91,9,585,567,8432,false
44208,/mnt/qualitas/qualitas_corpus_compile/trove-2.1.0,gnu.trove,TObjectHash,"TObjectHash(int, TObjectHashingStrategy<T>)",2.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,?,4.0,2.0,19.0,4.0,?,2.0,339.0,339.0,377.0,0.0,0.0,4.0,30.0,2.0,50.0,1.05555555555556,?,50.0,2.63157894736842,2.63157894736842,29.0,219.0,5.0,3862.0,227.0,3,91,9,585,567,8432,false
44212,/mnt/qualitas/qualitas_corpus_compile/trove-2.1.0,gnu.trove,TObjectHash,"capacity()",0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,?,4.0,2.0,19.0,4.0,?,2.0,339.0,339.0,377.0,0.0,0.0,4.0,30.0,2.0,50.0,1.05555555555556,?,50.0,2.63157894736842,2.63157894736842,29.0,219.0,5.0,3862.0,227.0,3,91,9,585,567,8432,false
44223,/mnt/qualitas/qualitas_corpus_compile/trove-2.1.0,gnu.trove,THashMap.Entry,"Entry(K, V, int)",3.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,8.0,1.0,3.0,1.0,6.0,3.0,0.0,1.0,52.0,42.0,8.0,0.0,0.0,2.0,8.0,0.0,14.0,1.14285714285714,1.0,12.0,1.75,2.0,29.0,219.0,5.0,3862.0,227.0,3,91,9,585,567,8432,false
44234,/mnt/qualitas/qualitas_corpus_compile/trove-2.1.0,gnu.trove,TLinkableAdapter,"setPrevious(gnu.trove.TLinkable)",1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,40.0,0.0,0.0,0.166666666666667,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,29.0,219.0,5.0,3862.0,227.0,3,91,9,585,567,8432,false
44241,/mnt/qualitas/qualitas_corpus_compile/trove-2.1.0,gnu.trove,THash,"capacity()",0.0,1.0,?,?,1.0,0.0,1.0,1.0,0.0,0.0,0.0,?,?,0.0,0.0,?,0.0,0.0,0.0,0.0,2.0,2.0,0.0,24.0,?,0.0,2.0,22.0,10.0,?,1.0,373.0,347.0,218.0,0.216374269005848,0.0,2.0,26.0,2.0,40.0,0.904347826086956,?,37.0,1.66666666666667,1.68181818181818,29.0,219.0,5.0,3862.0,227.0,3,91,9,585,567,8432,false
